title,Job Description,employmentType,Salary Estimate,publishTime,companyID
Data Analyst (Games),"Carry1st is the leading mobile game publisher in Africa. In our first year, we published a #1 game in Nigeria and Kenya and just soft-launched our second title. We have over a million customers and hundreds of thousands of unique monthly active users.

In 2020, we look to scale to over 1M monthly active users across Africa, scaling our first two franchises and publishing content from partners in Africa and abroad. We are looking for a Data Analyst who is deeply passionate about data driven decisions, transforming raw data into clear actionable business insights and who is constantly driving himself/herself and the team towards meeting the next challenge.

What will you do?
Work with large amounts of behavioral data to find opportunities to improve customer experience
Define analytics roadmap, leveraging actionable insights to substantially improve core game metrics
Run A/B tests to drive KPI improvements across our products
Support our digital marketing efforts by measuring acquisition campaign performance
Drive and empower product leadership to make quantitatively informed, evidence-based decisions
Work closely with product team, data engineers, and marketing team
Requirements

What makes you a great candidate?
3+ years in data and analytics
Work in the games industry or similarly customer-facing digital business
Experience with business intelligence and data warehousing platforms
Skills with data visualization and reporting tools such as Mixpanel / Amplitude / Tableau / etc.
Experience with predictive analytics, segmentation, and related areas
Ability to communicate complex insights and hypotheses to business stakeholders
Proficiency in SQL and R (Python nice-to-have)
Benefits

What will we offer you?
The opportunity to build awesome, industry-changing products, every day
A flat structure where taking the lead is encouraged
Competitive cash compensation and equity ownership
Casual dress
This position is based in Cape Town, South Africa ?€? an emerging global tech hub that provides an amazing quality of life. We?€?ll support your relocation if you?€?re not here already and may be open to a remote role on a case-by-case basis.",full-time,$46K-$87K (Glassdoor est.),,69
Analyst/Associate Global Markets Credit Data Analyst,"Job Description:

Within GMC, Data & Portfolio Management is responsible for the portfolio management of the GM lending and for creating transparency in lending performance metrics. The Junior Data Analyst will work closely with Data Analysts, Portfolio Managers and Credit Officers in GMC for managing data, analytics and reports. The Junior Data Analyst will be expected to:

?€? Understand data attributes, source systems and limitations as they relate to the lending business and underwriting and monitoring activities (policy, procedures, client selection, pricing, advance rates, structures, term, triggers, risks, limits, capital, models in use, and other attributes)
?€? Contribute to reporting on LOB positions, facility attributes, direct / indirect exposures, risks, profitability, and other trends, including ensuring data integrity
?€? Work with the Portfolio Managers and Credit Officers for facility and collateral data capture
?€? Follow LOB lending pipeline and understand any resulting impact (e.g. funded balance, limit utilization, etc.)
?€? Present results of analyses clearly to internal team
?€? Contribute to data flow and process automation work or other solutions design solutions and drive implementation of streamlined and/or automated processes for repeat and periodic projects to create efficiencies in the reporting process and reduce operational risk
?€? Contribute to internal and 3rd party vendor options to support the above goals
?€? Contribute to development of analytical tools (such as Tableau dashboards) to provide additional insights into portfolio trends and user specified cuts of data
?€? Be able to identify issues in the data set / reports and work with team concerned to resolve
?€? Coordinate and provide information and contribute to presentations to respond to regulatory and senior management requests
?€? Support firm wide Wholesale Credit initiatives and liaise with applicable stakeholders across the firm on emerging topics as needed

Required Job Skills

?€? 2+ years of experience in data management and systems or sourcing and summarizing data for reporting
?€? Candidate should exhibit strong personal drive, individual initiative, a sense of urgency, and responsiveness
?€? Strong organizational, oral, and written communication skills, with ability to communicate effectively with all levels of risk, support, and business partners
?€? Ability to work independently to troubleshoot issues
?€? Skilled with automation and visualization tools (e.g. CAS, Tableau) a plus
?€? Proficiency with database (Oracle, Sybase, etc.) and/or Microstrategies a plus
?€? Proficiency with Word, Excel, and PowerPoint, along with ability to quickly learn new programs and applications
?€? Programming experience or proficiency with Excel VBA a plus
?€? High level of attention to detail
?€? Strong willingness/desire to improve and/or streamline processes

Shift:

1st shift (United States of America)

Hours Per Week:

40

Learn more about this role",full-time,$46K-$87K (Glassdoor est.),,102
Data Business Analyst,"At Clear Street, we are disrupting the institutional brokerage and clearing market by modernizing archaic industry segments with brand new technology. We're changing the way institutional investors interact with the markets; offering an alternative to working with big banks. Our cloud-based API technology will empower clients to clear, settle, and finance trading activity while accessing real-time risk and position information. Our platform is built on an incredibly modern tech-stack, by pragmatic engineers focused on building intuitive and friction-less user experiences. Our tech-infused suite of customer experience-oriented prime service offerings will increase our clients' efficiency and provide real-time insights they've never previously experienced.

As a Data Business Analyst, you will play a critical role in the Data Operations team's expansion as our business continues to grow. You will work closely with teams across the business to understand their data and analytic needs, define scope of projects, and deliver results. You will collaborate with a team of engineers and data specialists to productionize our reporting and analytics, turning prototypes and one-off projects into elegant long lasting solutions. This role will challenge you to build on your understanding of the capital markets (trading, clearing, and settlement processes) and to grow as a systematic problem solver. This is a unique opportunity to join a growing team of passionate engineers and data specialists that are delivering the future of Clear Street's data platform and analytics.

Data Business Analyst Characteristics:
You have 2+ years of experience defining requirements and using data and metrics to draw business insights (financial/business analytics).
You communicate technical ideas with ease and effectively and are always looking for ways to collaborate to deliver high-quality products.
You demonstrate attention to detail and have a customer service mindset, allowing you to quickly adapt to new demands in a quickly evolving environment.
You have experience writing Python scripts, using SQL to query databases, and building models/macros in Excel.
You are passionate about the markets and enjoy expanding your understanding of finance, modeling, and accounting.
You have an educational background in both Engineering and Finance/Business (minimum of a Bachelors).

DataOps Team Stack: Python, Pandas, PostgreSQL, SQL, Excel/VBA, Git, Jupyter Notebook

We offer:
The opportunity to join a small and growing team of good people, where you can make a difference
A new, high-quality code base with little technical debt and room to build new services and features
An environment that embraces the utility of a DevOps oriented culture and combines it with a focus on CI/CD methodology
A meritocratic philosophy that champions collaboration
Competitive compensation, benefits, and perks",full-time,$46K-$87K (Glassdoor est.),,79
Data Analyst with Excel/DAX/ PowerBI experience- Fulltime,"If interested, please reach out to Iram Shah email iramnutechsoft.com, phone 203-961-8911 ext 222. Please note This is a juniormid-level role. Our Client is looking for Power Pivot Data Analyst for their FTE Excel Data Analyst role. Data Analyst (Technology) Description of Position The candidate will be a part of our Client's Technology Group. The Data Analyst collaborate with various team members across the firm to understand business needs and identify how technology can meet those needs through the design and implementation of efficient and standardized use of Excel Power Pivot based reporting connected into Qlik Infrastructure. Data Analysts work with Business Analysts and Stakeholders to understand the business problem we are solving for and the intended outcome. They strategize on the approach, collaborate on requirement definitions and partner with the Development Team to test and deploy the solution. RESPONSIBILITIES The Excel Data Analyst will be responsible for Creating, implementing, and maintaining data file structures. Ensuring procedures are being properly documented. Providing ad-hoc reporting in response to client specific requests Refining and automating regular processes, tracking issues and documenting changes. Assisting other analysts with complex query tuning and schema refinement. KNOWLEDGE, SKILLS AND ABILITIES Minimum of three to five years of advanced Microsoft Excel work experience combining and analyzing data from various sources, and generating reports and graphics Knowledge of Excel Power Pivot, Slicer functionality, DAX calculation is a must Knowledge of Accounting a plus Knowledge of Business Intelligence tools and Data normalizations a plus Strong analytical skills and technical orientation. Strong customer service orientation with the ability to interface with all levels within our clients' organizations. Demonstrated attention to detail with reliable time management, follow through skills. Excellent written and verbal communication. Ability to be flexible and adapt to change quickly. Must possess a strong sense of teamwork and the ability to effectively collaborate with others. Ability to work well in a team environment. High level of accountability and ownership. Ability to ""get-it-done"" and follow through. Ability to organize, plan and prioritize work with a high level of independence and autonomy. Ability to work in a rapidly changing environment and wear a variety of hats. Demonstrated ability to effectively multi-task and context switch effectively between different activities and teams. Energy industry experience a plus. TECHNICAL SKILLS REQUIRED Strong knowledge of Microsoft Office Suite. Advance to expert skill level in Excel. Demonstrated ability to use Excel to combine and analyze data from various sources and generate reports and graphics. Must be able to combine large volumes of data for consolidated reporting. High level of proficiency with advanced formulas, dynamic ranges, advanced charting, and slicers. Demonstrated capability of Excel Power Pivot, Slicer functionality, DAX calculation is a must Power BI a plus. Scripting a plus. Basic programming knowledge or experience is helpful. If interested, please reach out to Iram Shah email iramnutechsoft.com, phone 203-961-8911 ext 222.",full-time,$46K-$87K (Glassdoor est.),,166
Data Science Analyst/Engineer,"NYU Grossman School of Medicine is one of the nation?€?s top-ranked medical schools. For 175 years, NYU Grossman School of Medicine has trained thousands of physicians and scientists who have helped to shape the course of medical history and enrich the lives of countless people. An integral part of NYU Langone Health, the Grossman School of Medicine at its core is committed to improving the human condition through medical education, scientific research, and direct patient care. For more information, go to med.nyu.edu, and interact with us on Facebook, Twitter and Instagram.

Position Summary:

We have an exciting opportunity to join our team as a Data Science Analyst/Engineer.

The individual will be positioned to contribute to analytics efforts at NYULH. By teaming up with clinicians, operations and administrative teams, the individual will develop innovative and impactful data-driven healthcare solutions. The Data Scientist/Engineer will report to Dr. Johnson, while working closely with other members of the Division of Healthcare Delivery Science, Datacore, MCIT, and NYU healthcare community at large.

Job Responsibilities:
Performs other duties as assigned.
Lead specific dataoriented projects of high importance, including development, deployment, and evaluation
Design and build data solutions using state of the art machine learning and informatics methods; deploy and integrate these products within the larger ecosystem of healthcare infrastructure at NYULMC
Work with large, complex and noisy clinical datasets for solving challenging problems in the healthcare domain
Build and engineer workflows to collect, store, clean and process structured as well as unstructured data, verify their integrity and appropriateness for specific business processes and analytics systems
Manage associate data scientists, engineers, and clinically trained professionals for testing novel approaches, implementation, maintenance, and improvement of predictive models.
Collaborate with the overall NYULMC healthcare community and contribute to ongoing predictive modeling / analytics efforts
Prepare and present results, reports, both oral and written, to a variety of audiences, concerning processes, models, evaluation, and impact (ROI)
Minimum Qualifications:
To qualify you must have a Master degree in a quantitative discipline (Biomedical Informatics, Computer Science, Machine Learning, Applied Statistics, Mathematics or similar field) and 3 years of
experience in machine learning/ data science.
Proficiency in at least one programming language (Python, R) and machine learning tools.
Knowledge of predictive modeling and machine learning concepts, including design, development, evaluation, deployment and scaling to large datasets.
Familiarity with computing models for big data ?€? Hadoop / MapReduce, Spark etc.
Knowledge of databases (Relational / SQL, NOSQL, MongoDB etc.)
Good grasp of software engineering principles. Experience in integrating modern software architectures.
Knowledge and some experience in operational aspects of software development and deployment, including automation, testing, virtualization and container technology.
Knowledge of clinical and operational aspects of healthcare delivery.
Excellent written and oral communication skills for a variety of audiences.
Preferred Qualifications:
PhD degree in a quantitative field (Biomedical Informatics, Computer Science, Machine Learning, Applied Statistics, Mathematics or similar field) + 2 years experience.
Demonstrated skills in design and implementation of complex machine learning models.
Demonstrated knowledge of software engineering and operational skills through prior projects.
Qualified candidates must be able to effectively communicate with all levels of the organization.

NYU Grossman School of Medicine provides its staff with far more than just a place to work. Rather, we are an institution you can be proud of, an institution where you?€?ll feel good about devoting your time and your talents.

NYU Grossman School of Medicine is an equal opportunity and affirmative action employer committed to diversity and inclusion in all aspects of recruiting and employment. All qualified individuals are encouraged to apply and will receive consideration without regard to race, color, gender, gender identity or expression, sex, sexual orientation, transgender status, gender dysphoria, national origin, age, religion, disability, military and veteran status, marital or parental status, citizenship status, genetic information or any other factor which cannot lawfully be used as a basis for an employment decision. We require applications to be completed online.

If you wish to view NYU Grossman School of Medicine?€?s EEO policies, please click here. Please click here to view the Federal ?€?EEO is the law?€? poster or visit https://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm for more information. To view the Pay Transparency Notice, please click here.",full-time,$46K-$87K (Glassdoor est.),,153
Data Analyst,"Role: Data Analyst

Reports to: Manager of Organizational Performance

Location: New York City / Los Angeles

Hours: Full time

About Trevor

The Trevor Project is the world?€?s largest suicide prevention and crisis intervention organization for LGBTQ young people. We are a non-profit that provides 24/7 life-saving support via phone, text, and chat. We also operate the world?€?s largest safe space social networking site for LGBTQ youth and run innovative research, education, and advocacy programs. We?€?ve been saving lives every day for 20 years.

Overview of the role

Data is at the core of Trevor?€?s DNA, and enables us to make informed decisions on how to expand and improve our services for hundreds and thousands of youth each year. The Data Analyst will not only help conduct high-impact analyses for cross-functional stakeholders, they will also help to build out our analytics systems that enable teams at Trevor to make data-informed decisions every single day. You will serve as a thought partner for folks across the organization on how to best structure their problem to find answers in the data.

Who you are:
Passionate.You care about LGBTQ youth. You care about saving lives. You want to come to work and feel inspired every day. You want to change the world
Tech Savvy. You?€?re fluent in SQL, comfortable wrangling large datasets in Excel/Google Sheets, and have experience with data visualization tools (Looker, Periscope/Sisense, Tableau) Ideally you?€?ve used statistical analyses tools like R or Python, and are familiar with navigating a data warehousing solution (AWS, Bigquery)
Collaborative.You have experience working in cross-functional roles and are able to clearly communicate complex analyses to folks with varying levels of data fluency
Entrepreneurial.You love thinking outside the box, building impactful systems and processes, and enjoy coming up with creative solutions to overcome obstacles
Action-Oriented.You?€?re a self-starter who can prioritize multiple projects at one time. You know the importance of creating metrics that are meaningful and actionable
Fun.The work we do is very serious, but that doesn?€?t mean we don?€?t have fun. We know how to have a good time and you should too
What you?€?ll do:
Design, analyze, and interpret results of an experiment to answer important strategic questions
Lead stakeholders - oftentimes senior level execs - through your findings and recommendations
Innovate on current and establish new analytics processes as our data needs expand
Build and automate reports, empowering end-users to make data-driven decisions themselves
Work with key stakeholders to ensure we?€?re capturing the data we need to, in the formats that we need
Organize our data definitions, sources, and processes to ensure longevity of the data infrastructure at Trevor
Leverage skills you?€?ve already built in prior roles to expand our data capacities, with opportunities to grow your technical toolstack along the way
Typical tools and technologies you?€?ll use:
Bigquery
Fivetran
dbt (our data transformation framework)
Sisense CDT (formerly Periscope)
Excel/Google Sheets
Jira
Benefits
Generous vacation and holidays (like a full day off to celebrate Harvey Milk Day!), including Summer Fridays
Comprehensive health insurance (we pay 100% of your premiums for medical, and dental), including gender affirmation surgery
Fun office environment and passionate team
The Trevor Project is an equal opportunity employer
Meaningful work at an organization that is saving the lives of LGBTQ young people across America every day
Your Application

We?€?re excited to hear from you! To join Team Trevor, please upload a CV/resume and cover letter. Applications without cover letters will not be considered.

APPLY HERE",full-time,$46K-$87K (Glassdoor est.),,164
"Business Analyst, Data Platforms","Company Description

Pinto is building the world?€?s smartest food data platform, with a mission of making food data fully personalized, transparent, and easily accessible for both consumers and businesses alike. Over 40% of Americans now follow a specific dietary eating pattern, and our data platform is organizing the world of food at scale across every dimension that matters to these modern consumers (ingredients, allergies/intolerances, diets, personalized health needs, etc.). The era of personalization is here and we?€?re building Pinto to power it .

We?€?re now looking for a Business Analyst (Data Platforms) to join our growing team. In this role you?€?ll work with our senior data and business leadership to enable better decision-making through the use of analytics, insights, and data-driven models. You?€?ll work on our core data platform where you?€?ll help oversee complex integrations with our industry partners, contribute to continual improvements and refinements of our overall data processing pipeline, oversee the expansion of our database and data classifications in line with growing market trends, and much more.

This is an amazing opportunity for someone looking to join in the early stages of a rapidly growing technology startup solving a meaningful problem in food and the broader world of personalization in nutrition and consumer products.

Job Description

What you will be doing
You?€?ll work on our core data platform which processes large, complex data sets from a variety of sources
You?€?ll help oversee our end-to-end data pipeline, and will envision new tools and features to continually improve and refine this pipeline
You?€?ll interpret, analyze, and clearly communicate Pinto?€?s data and taxonomy structure to internal and external stakeholders
You?€?ll work with our industry partners to model and help manage complex data integrations
You?€?ll work with our engineering and product teams to envision new ways of collecting, tagging and classifying product data, and will oversee the implementation of these data processing systems
You?€?ll collect and distill partner feedback to refine our product objectives
You'll develop data-driven models to support and provide operational recommendations for our overall data collection activities
You?€?ll work with our product management team to create leverageable collateral to support our data platform, including API documentation, FAQs, presentations, and white papers
You?€?ll work with our nutrition and food science teams to maintain data checks, data ingestion, and data upkeep across our product database
You?€?ll collaborate with our engineering team to develop and improve tools to analyze and detect anomalies across our product database
You?€?ll make data-driven recommendations and help expand the Pinto database to align with growing market trends
Qualifications
3+ years of relevant experience, preferably within a Data/Analytics, Data Integration or Data Project Management role
Experience working with large, complex data sets from a variety of sources
Experience working with Excel (and similar) to create complex data models
Bachelor?€?s or Master?€?s degree (Preferable areas of study: Bachelor/Master?€?s of Computer Science, Data Analytics, Mathematics, Food Science; Bachelor/Master?€?s of Business Administration with further education or work experience in Data Analytics, Computer Science, or Food Science)
Strong analytical and problem-solving skills, with a desire to understand and interpret simple coding language and database infrastructure
Excellent communication skills, polished customer-facing presentation skills, a positive attitude, and empathy
Self-awareness and a desire to continually learn and improve
Strong attention to detail
Ability to multitask and be flexible in your work
Based in NYC, or able to relocate to NYC
Bonus points for
Experience with or interest in Tableau
Experience with or interest in data engineering
Experience with or interest in data science and/or machine learning
Experience with NoSQL databases and/or RESTful APIs in general
Background in the CPG (Consumer Product) industry
Additional Information

About Us

Pinto is a smarter food data platform, designed for the needs of today's consumers in the world of personalized diet. To do this, we're rapidly bringing the world of food online and making it personalized across every dietary need and preference ?€? everything from general diets like Vegan, Paleo, Keto, Heart Health, and Mediterranean, to the long tail of ingredient and allergen considerations like Lactose Free, Gluten Free, Nut Free, and No Added Sugars. Over 40% of Americans now follow a specific dietary eating pattern, and our data platform is organizing the world of food at scale with partners that include Whole Foods and Kroger.

For businesses, we work with industry partners (retail/CPG) to 1) rapidly digitize large product inventories and 2) organize these inventories across every granular need and preference that matters to a modern consumer ?€? from every allergen and intolerance to the long tail of diets (like Paleo, Gluten-Free, Keto, etc.), conditions, certifications, nutrition preferences and much more.

Current retail partners include Whole Foods, Kroger, and more. Learn more about Pinto and the technologies we power: http://business.pinto.co

See some example searches:

-- Vegan meat substitutes: https://bit.ly/2m14P0P

-- Paleo snack bars: https://bit.ly/2lCOcYS

-- Gluten-free cereals that are also kosher: https://bit.ly/2m1510

Come join us on our mission as we build the future of smart, personalized product data!

All your information will be kept confidential according to EEO guidelines.",full-time,$46K-$87K (Glassdoor est.),,7
Behavioral Data Analyst,"About AB InBev

AB InBev is the leading global brewer and one of the world's top 5 consumer product companies. With over 500 beer brands, we're number one or two in many of the world's top beer markets: North America, Latin America, Europe, Asia, and Africa.

About BEES

ABI Digital is a digital organization within AB InBev building a platform to improve the ways retailers run their businesses and interact with the world's largest brewer. We provide transactional and educational resources to SMB retailers across the world to help reduce the overhead of their day-to-day operations and make their businesses more profitable. Today more than 700,000 SMB retailers, across 18 countries, use the BEES platform to transact with AB InBev and manage their business.

Our team is in search of a Behavioral Data Analyst to be a leader in our data organization and help us change the way retailers interact with AB InBev.

What You'll Do:
Leverage data to conduct analyses on products' new initiatives, strategies and product roadmap. Analytical insights are used to enhance our understanding of user behavior, predict future performance of new cohorts, and personalize products to better target users for new or existing products.
Define product metrics, including Key Performance Indicators, in close partnership with Product strategy and other leaders.
Create dashboards and reports to regularly communicate experimental results, ad-hoc deep dives, and monitor key metrics to internal stakeholders.
Create data pipelines to transform raw application data into a format usable for analysis with the use of SQL and open-sourced pipelining tools.
Present findings to senior management to inform business and product decisions.
Work closely with multiple product managers as thought partners. Collaborate with cross-functional teams like product, engineering, operations, and marketing, finance, growth, and more.
You Have
At least 2-3 years of experience in a quantitative analysis role.
BA/BS/MS in Math, Economics, Statistics, Engineering, Computer Science, or other quantitative field preferred (advanced degrees are a plus).
Advanced SQL expertise; experience in a scripting language for analysis (R, Python, etc) is a plus!
Solid understanding of statistical methods.
Ability to deliver on tight timelines and move quickly while maintaining attention to detail.
Work closely with cross-functional teams to execute on decisions.
Ability to learn new methodologies, adapt to business needs, and to prioritize business goals.
Organized with the ability to work in a self-guided manner, but knows when to ask for help.
Superb communication, collaboration, and organizational skills with a general love of problem solving.",full-time,$46K-$87K (Glassdoor est.),,80
Data Analyst,"Whip Media Group's products, including Mediamorph, TV Time and TheTVDB, offer a data-driven integrated cloud solution that empowers the world's leading entertainment organizations to efficiently acquire, distribute and monetize their content. Together, our companies track billions of consumer actions and financial transactions that accelerate innovation for buyers and sellers of content. Whip Media Group has offices in Los Angeles, New York City and London.


We're looking for a data analyst to join our Business Operations team in New York City! To be successful in this role, you should be detail oriented and highly attentive when working with data sets of varying sizes and kinds. This role will encompass using both our in-house built tools as well as Microsoft Excel for data input, Q/A, and management.

How you will contribute:
Data tracking, maintenance and QA
Data and contract analysis
Data and contract input
Internal and external communication on key statuses, deliverables, and metrics
Ownership of all assigned tasks, with time management and diligence to hit deadlines given
Consistent support to the team and clients through excelling data management
To be successful in this role you'll need:
Bachelor's degree
Strong communication skills and attention to detail
Favorable but not required relevant experience in accounting and or/financial reporting, contract management, or paralegal experience, preferably in the media, broadcast or entertainment industry.
Candidates must have strong computer skills, including strong data entry skills (with an emphasis on accuracy) and strong proficiency using Microsoft Office's Excel, Word and PowerPoint applications
Ability to work within deadlines, exercise good judgment, and maintain client confidentiality
Good pop culture IQ",full-time,$46K-$87K (Glassdoor est.),,101
Data Analyst -1+ year Contract - NYC,"Title: Data Analyst

Position: 1+ Year Contract

Location: New York city, NY

Rate: $Open

Job Description:
Support the data collection, analysis and management needs for PA Traffic?€?s Lane Closure System, Analytics dashboards, Traffic Data Management System and Roadway Devices Management System
Coordinate with Traffic Engineering?€?s staff and other internal and external stakeholders to ensure prompt response to data requests.
Perform ad-hoc analysis and presenting results in a clear manner
Process, cleanse, and verify the integrity of data used for analysis
Perform data mining using scripting language
Extend data with third party sources of information when needed
Enhance data collection procedures to include information that is relevant for building
analytics dashboards
Must report 3-4 days a week at 4 World Trade Center in NY. 1-2 days a week can be from home
Requires a college undergraduate degree in Computer Science or a related degree
Requires 2-4 years of experience
English communication skills must be perfect
1 year contract to start with high change of multi-year approval",full-time,$46K-$87K (Glassdoor est.),,47
Data Analyst,"Vettery is changing the way people hire and get hired. We use machine learning and real-time data to match talented job-seekers with inspiring companies. Our goal is to enrich and automate the recruiting process, make hiring more rewarding for everyone, and create a happier and more accountable working world.Since launching in 2015, we've made thousands of matches on our marketplace. We're currently working with over 80,000 job-seekers and 20,000 companies, from Fortune 500 giants to startups based out of co-working spaces. We've built powerful machine learning capabilities, and our matching algorithm is becoming more intelligent with each passing day. With an eye on the future, we're expanding our reach across major cities in the US, and around the globe.As Vettery undergoes growth and changes, our Analytics team delivers the data and insights needed across all departments for a data-driven approach to scalability. As a Data Analyst at Vettery, you will work directly with our Director of Analytics to get the right data to the right people, and figure out what 'right' is.Key responsibilities and expectations:* Collaborate with key stakeholders across the company to understand their needs and how we can leverage data to improve their processes* Create reports and dashboards that will give insight into areas previously unexplored, including Product Analytics, Finance Metrics, Marketing Attribution, and more* Support the Director of Analytics in developing data-driven strategic proposals that have far-reaching impacts on the company's growth* Learn! Quickly learn new skills, technologies, and business context. There's nothing you can't do there's only what you can't do yetCandidate Qualifications:* 0-1+ years of experience in analytics (or related field)* Willingness to be hands-on with data and a capacity to build processes* Strong communication skills and a desire to collaborate with others* A passion for improving the recruiting experience* A growth mindset, willingness to learn as you go, and a strong tendency to Google stuff you don't already know!* Experience with Microsoft Excel, including data manipulation, charting, and advanced functions* Experience with SQL and relational database management* Experience working with data visualization is a plus* Knowledge of data analytics environments (python, R) is a plusWith the above said, we understand that no candidate is perfectly qualified for any job and believe that diversity of background and thought makes for better problem solving and creative thinking, which is why we're dedicated to adding new perspectives to the team. Even more important than your resume is a positive attitude, passion for the work, personal drive for growth, and the ability to thrive in a fluid and collaborative environment. We want you to learn new things in this role, and we encourage you to apply even if your experience doesn't align perfectly to what is listed here.Vettery has five key values that are the foundation of our company culture, which every employee embodies:* Positivity - We're positive when things get difficult so we can stay motivated and lift each other up. We're very team focused in everything we do so contagious positive energy is extremely impactful.* Ownership - We take pride in our work and take on a lot of responsibility from day one. All of us have the ability to see how our work and performance impact the success of the business.* Grit - We love getting in the trenches and building from the ground up. Even though we've significantly grown since our tiny startup days, we still have that scrappy mentality and love that there's still a lot to accomplish.* Awareness - We're focused, strategic, and constantly learning from our experiences. Each of us knows what's expected of us as a corporate citizen and within our teams.* Collaboration - We learn from one another and are constantly working with each other, within and across teams. Every team has an impact on others and we take pride in clear lines of communication.Why you'll love working at Vettery:We love coming to work on Monday. It's easy to love the work you do when you see the positive impact it has, and helping someone find their dream job can change their life forever. We believe in our mission, love the work, and have fun doing it together. Plus, coming to work in our sunny Flatiron office is easy when there are so many things to look forward to: Flag Football games, Thursday Game Night, Cross-Team lunches, company happy hours, volunteer events, adorable pups, ping-pong, and your favorite snacks.We know life is about more than just work. We have an open vacation policy so you can take the time you need to relax and rejuvenate, contribute to the cost of insurance coverage (health, vision, and dental), and offer a fully paid 12-week parental leave, 401k, commuter benefits, and gym membership discounts.We invest in your development. A company is only as strong as its team, and we want to help strengthen every member of our team. We give everyone the opportunities and support they need to reach that next professional level through company-sponsored General Assembly classes and conferences, in-house training, a culture of continuous feedback, and the chance to run with projects.We're consistently recognized for our culture. We're listed #5 on Fortune's 60 Best Companies to Work for in New York City, included in Fortune's Best Workplaces in Technology for 2020, and have been previously honored at Crain's Best Places to Work Awards and included in Inc Best Workplaces.Equal Opportunity Employer/Veterans/DisabledVettery values the multitude of talents and perspectives that a diverse workforce brings. All qualified applicants will receive consideration for employment without regard to race, national origin, religion, age, color, sex, sexual orientation, gender identity, disability, or protected veteran status.",full-time,$46K-$87K (Glassdoor est.),,104
Data Analyst,"Non-Exempt*
Schedule: Can be 8a.m. ?€? 5p.m. or 7a.m. ?€? 4p.m. Monday - Friday.

Capital Systems Analyst
Overall responsibilities include providing systems support for the capital and project management systems within ***.

Roles and Responsibilities:

?€? Capital Systems Administration (Planview Enterprise One, Lean Kit, Project Place, Other)
?€? License and user permission management
?€? Functional configuration of Planview or other Capital Systems
?€? Administer Capital Systems SOX compliance process
?€? ServiceNow queue management and ticket resolution including working with IT on technical issues.
?€? Execute monthly financial uploads into Planview
?€? Provide System Help to users as well as training and job aids on Capricorn systems
?€? MS Power BI dashboard and reporting development and maintenance
?€? Participate on Capital Systems projects
?€? Create and upkeep work instructions and training documents
?€? Provide training to users
?€? Translate needs and best practices into tools & systems
?€? Facilitate continuous improvement of available tools and methods

Deliverables:

?€? Process improvement across the Capital Systems environment
?€? Capital System's administration
?€? Capital reporting and analysis
?€? Structure and methodology for document control and sharing
?€? Ongoing systems care to ensure continued value for ***

Education and Experience
?€? 3+ years of experience, preferably with software/ systems.
?€? 4-year degree
?€? Demonstrated system skills and knowledge
?€? Understanding of Capital projects, Project Management

Required Skills:

?€? Advanced Excel Skills including data analysis, formula functions, pivot tables, etc
?€? Quick Learner, self-starter.
?€? Technical curiosity for system capabilities. Ability to come up with innovative solutions.
?€? MS Power BI Dashboard development
?€? High attention to detail
?€? Problem solving and decision making

Desired Skills:

?€? SharePoint expertise
?€? Excel Macros, VBA
?€? MS Project experience
?€? ServiceNow queue management
?€? Basic Financial skills, especially in project costing
?€? Planview (Enterprise One, Lean Kit, Project Place) knowledge
?€? SQL Reporting
?€? Ability to Train others

Nesco Resource is an equal employment opportunity employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, disability, age, or veteran status, or any other legally protected characteristics with respect to employment opportunities.",full-time,$46K-$87K (Glassdoor est.),,95
Advertising Data Analyst,"Advertising Data AnalystHearst Television is seeking an Advertising Data Analyst to join our team.The candidate will be responsible for:? Collaborating with sales, tech and product teams to design, implement and refine state-of-the-art digital dashboards.? Helping to define and drive Hearst Television's data visualization and presentation strategy.? Evaluating existing data sources and related products on a regular basis, performing QA and health checks to ensure data integrity.? Performing ad hoc analysis to support our local sales staff, as well as creating custom visualizations as needed.? Helping to evangelize sales reporting needs and priorities to the product and tech teams.? Defining UI specs and user experience, managing related vendors and scope of work.? Interpreting data to inform decisions and tell accurate stories to our advertisers.Knowledge:? Experience collecting, integrating, and manipulating new data to be fed into BI tools or data lakes and a basic understanding of data storage and retrieval architecture.? Strong experience with data analysis and visualization software, e.g. Google BigQuery, Power BI, Domo, Tableau or similar.? SQL, R or other analysis language proficiency preferred.? Experience with digital ad campaign/DMP reporting platforms and metrics.Skills and Abilities:? Strong analytical mindset with a passion for investigative analysis.? Ability to communicate and document processes and analysis, and clearly communicate results to technical and non-technical teammates.? Comfortable interacting with sales teams and occasionally with external clients.? A high level of organization and prioritization; must be able to assess and assign priority to multiple goals, and clearly communicate timelines.? Proven ability to multitask in a fast paced, fluid environment.Experience:? 3 - 5 years experience in a digital analytics or digital ad campaign analysis role.? Project management and goal-setting experience within a digital analytics or analysis environment.Education:Bachelor's degree in relevant field or equivalent experience required.",full-time,$46K-$87K (Glassdoor est.),,127
